"year","country.name","agriculture.ghg.emissions.mio.tonnes","energy.ghg.emissions.mio.tonnes","industry.ghg.emissions.mio.tonnes","total.ghg.emissions.mio.tonnes","transport.ghg.emissions.mio.tonnes","waste.ghg.emissions.mio.tonnes","ghg.emissions.indexed","ghg.emissions.per.capita.tonnes","EU28.agriculture.ghg.emissions.mio.tonnes","EU28.energy.ghg.emissions.mio.tonnes","EU28.industry.ghg.emissions.mio.tonnes","EU28.total.ghg.emissions.mio.tonnes","EU28.transport.ghg.emissions.mio.tonnes","EU28.waste.ghg.emissions.mio.tonnes","EU28.ghg.emissions.indexed","EU28.ghg.emissions.per.capita.tonnes","agriculture.ghg.emissions.national.share","energy.ghg.emissions.national.share","industry.ghg.emissions.national.share","transport.ghg.emissions.national.share","waste.ghg.emissions.national.share","agriculture.ghg.emissions.EU28.share","energy.ghg.emissions.EU28.share","industry.ghg.emissions.EU28.share","total.ghg.emissions.EU28.share","transport.ghg.emissions.EU28.share","waste.ghg.emissions.EU28.share"
2010,"Slovenia",1.7,6.3,1,19.6,5.3,0.6,105.7,9.6,423.4,1450.9,394.3,4783.6,937.6,167.8,85.8,9.7,0.0867,0.3214,0.051,0.2704,0.0306,0.004,0.0043,0.0025,0.0041,0.0057,0.0036
2011,"Slovenia",1.6,6.4,1,19.6,5.7,0.6,105.7,9.6,423.9,1425.2,389.8,4626.4,925.5,162.1,83.1,9.4,0.0816,0.3265,0.051,0.2908,0.0306,0.0038,0.0045,0.0026,0.0042,0.0062,0.0037
2012,"Slovenia",1.6,6.1,1,19.1,5.8,0.6,102.7,9.3,421.7,1417.9,377.3,4563.1,896,157.9,82,9.3,0.0838,0.3194,0.0524,0.3037,0.0314,0.0038,0.0043,0.0027,0.0042,0.0065,0.0038
2013,"Slovenia",1.6,5.8,1.1,18.4,5.5,0.6,98.9,9,425.2,1342.3,375.3,4468.9,888.7,151.2,80.4,9.1,0.087,0.3152,0.0598,0.2989,0.0326,0.0038,0.0043,0.0029,0.0041,0.0062,0.004
2014,"Slovenia",1.7,4.4,1.1,16.6,5.4,0.6,89.6,8.1,432.9,1258.2,381.3,4297.6,896.1,145.5,77.4,8.7,0.1024,0.2651,0.0663,0.3253,0.0361,0.0039,0.0035,0.0029,0.0039,0.006,0.0041
2015,"Slovenia",1.7,4.6,1.1,16.8,5.4,0.6,90.7,8.2,433.8,1245.2,376.7,4327.3,913.3,143.2,78,8.8,0.1012,0.2738,0.0655,0.3214,0.0357,0.0039,0.0037,0.0029,0.0039,0.0059,0.0042
2016,"Slovenia",1.7,4.9,1.1,17.7,5.7,0.6,95.2,8.6,434.8,1197.9,373.7,4303.4,932.5,140.1,77.6,8.7,0.096,0.2768,0.0621,0.322,0.0339,0.0039,0.0041,0.0029,0.0041,0.0061,0.0043
1990,"Spain",36.3,78.9,29.7,288.5,58.7,9.3,100,7.5,543.3,1675.7,517.2,5649.5,793.2,240.4,100,12,0.1258,0.2735,0.1029,0.2035,0.0322,0.0668,0.0471,0.0574,0.0511,0.074,0.0387
1991,"Spain",35,79.3,28.1,296.2,62.1,9.5,102.7,7.7,512.1,1641.5,482.5,5555,800.4,244,98.3,11.8,0.1182,0.2677,0.0949,0.2097,0.0321,0.0683,0.0483,0.0582,0.0533,0.0776,0.0389
1992,"Spain",34.9,87.1,26.9,306,66.1,9.8,106.3,7.9,489.6,1582.7,464,5379.8,823.9,246.1,95.3,11.4,0.1141,0.2846,0.0879,0.216,0.032,0.0713,0.055,0.058,0.0569,0.0802,0.0398
1993,"Spain",33.6,81.3,25.8,295.7,65.6,10.2,102.8,7.6,477.2,1515.7,455.4,5281.5,828.3,247,93.6,11.1,0.1136,0.2749,0.0873,0.2218,0.0345,0.0704,0.0536,0.0567,0.056,0.0792,0.0413
1994,"Spain",35.5,81.2,30,312.5,69.2,10.6,108.5,8,471.2,1522.5,483.3,5255.3,834.9,246.6,93.2,11.1,0.1136,0.2598,0.096,0.2214,0.0339,0.0753,0.0533,0.0621,0.0595,0.0829,0.043
1995,"Spain",35.8,87,31.8,328.6,70,10.9,114.2,8.4,472.6,1524.1,498.4,5308.5,847.3,247.4,94.2,11.2,0.1089,0.2648,0.0968,0.213,0.0332,0.0758,0.0571,0.0638,0.0619,0.0826,0.0441
1996,"Spain",38.8,73.9,32.9,320.4,74.8,11.2,111.4,8.2,474.1,1553.4,499.6,5418.7,873.6,246.6,96.2,11.4,0.1211,0.2306,0.1027,0.2335,0.035,0.0818,0.0476,0.0659,0.0591,0.0856,0.0454
1997,"Spain",38.6,86.6,35.2,334.7,74.4,11.7,116.5,8.5,471.1,1508.7,505.1,5326.3,884.9,243.6,94.5,11.2,0.1153,0.2587,0.1052,0.2223,0.035,0.0819,0.0574,0.0697,0.0628,0.0841,0.048
1998,"Spain",39.6,85.9,37,344.6,81.1,12,120.2,8.7,468.2,1525.5,482.4,5281.5,914.1,240.2,93.8,11,0.1149,0.2493,0.1074,0.2353,0.0348,0.0846,0.0563,0.0767,0.0652,0.0887,0.05
1999,"Spain",41.1,101.3,39.9,372,84.9,12.3,129.6,9.4,466.6,1480.3,442.9,5172.6,932.1,234.7,92,10.8,0.1105,0.2723,0.1073,0.2282,0.0331,0.0881,0.0684,0.0901,0.0719,0.0911,0.0524
2000,"Spain",43.3,105.8,41.9,387.5,86.6,12.5,135.1,9.7,461.3,1511.2,455.6,5168.9,926.9,231.5,92.3,10.8,0.1117,0.273,0.1081,0.2235,0.0323,0.0939,0.07,0.092,0.075,0.0934,0.054
2001,"Spain",42.7,100.2,38.7,385.2,90,12.8,134.3,9.6,455,1553.5,440.4,5223.1,940,227.4,93.3,10.9,0.1109,0.2601,0.1005,0.2336,0.0332,0.0938,0.0645,0.0879,0.0737,0.0957,0.0563
2002,"Spain",42,114.2,38,403.6,91.8,13.1,140.4,9.9,448,1570.5,436.6,5182.9,951.3,223.5,92.4,10.8,0.1041,0.283,0.0942,0.2275,0.0325,0.0938,0.0727,0.087,0.0779,0.0965,0.0586
2003,"Spain",43.5,107,40.6,411,96.2,13,143.2,9.9,444,1620.7,450.4,5265.6,960.3,217.4,94,10.9,0.1058,0.2603,0.0988,0.2341,0.0316,0.098,0.066,0.0901,0.0781,0.1002,0.0598
2004,"Spain",43,116.9,41.4,426.8,99.8,12.6,148.8,10.1,444.7,1609.2,466.9,5265.4,979.6,208.9,94.1,10.9,0.1007,0.2739,0.097,0.2338,0.0295,0.0967,0.0726,0.0887,0.0811,0.1019,0.0603
2005,"Spain",40.5,126.7,44.1,441,102.3,12.9,154.1,10.3,438,1599.2,465.8,5228.4,978.8,202,93.6,10.8,0.0918,0.2873,0.1,0.232,0.0293,0.0925,0.0792,0.0947,0.0843,0.1045,0.0639
2006,"Spain",39.7,121.5,47.1,434,105.5,13.1,151.9,10,434.3,1610.2,464.7,5214.5,986,195.8,93.4,10.7,0.0915,0.28,0.1085,0.2431,0.0302,0.0914,0.0755,0.1014,0.0832,0.107,0.0669
2007,"Spain",40.7,127.4,48.8,445.2,107.8,13.4,156,10.1,436.7,1619.7,476,5162.4,995.4,189.1,92.7,10.6,0.0914,0.2862,0.1096,0.2421,0.0301,0.0932,0.0787,0.1025,0.0862,0.1083,0.0709
2008,"Spain",37.3,109.8,45.9,411.4,101.9,13.7,144.5,9.2,433.9,1548.1,450.8,5047,970.7,181.1,90.6,10.3,0.0907,0.2669,0.1116,0.2477,0.0333,0.086,0.0709,0.1018,0.0815,0.105,0.0756
2009,"Spain",37.7,92.4,39.2,372.1,94.6,15,130.8,8.2,427.8,1424.2,376.8,4681.9,943.2,175.1,84,9.6,0.1013,0.2483,0.1053,0.2542,0.0403,0.0881,0.0649,0.104,0.0795,0.1003,0.0857
2010,"Spain",37.7,75.3,40.3,357.7,91.3,14.1,125.9,7.9,423.4,1450.9,394.3,4783.6,937.6,167.8,85.8,9.7,0.1054,0.2105,0.1127,0.2552,0.0394,0.089,0.0519,0.1022,0.0748,0.0974,0.084
2011,"Spain",37,88,37.4,357.3,86.1,14.6,126.2,7.9,423.9,1425.2,389.8,4626.4,925.5,162.1,83.1,9.4,0.1036,0.2463,0.1047,0.241,0.0409,0.0873,0.0617,0.0959,0.0772,0.093,0.0901
2012,"Spain",35.8,93.2,35.7,350.7,80.1,14.4,123.8,7.7,421.7,1417.9,377.3,4563.1,896,157.9,82,9.3,0.1021,0.2658,0.1018,0.2284,0.0411,0.0849,0.0657,0.0946,0.0769,0.0894,0.0912
2013,"Spain",35.8,73.1,34.6,323.4,79.8,14,114.6,7.2,425.2,1342.3,375.3,4468.9,888.7,151.2,80.4,9.1,0.1107,0.226,0.107,0.2468,0.0433,0.0842,0.0545,0.0922,0.0724,0.0898,0.0926
2014,"Spain",37.5,76.3,36.4,326.1,80.1,13.1,115.6,7.3,432.9,1258.2,381.3,4297.6,896.1,145.5,77.4,8.7,0.115,0.234,0.1116,0.2456,0.0402,0.0866,0.0606,0.0955,0.0759,0.0894,0.09
2015,"Spain",38.3,86.4,31,337.6,83.2,13.9,119.7,7.5,433.8,1245.2,376.7,4327.3,913.3,143.2,78,8.8,0.1134,0.2559,0.0918,0.2464,0.0412,0.0883,0.0694,0.0823,0.078,0.0911,0.0971
2016,"Spain",38.4,71.1,30.5,326.4,86.1,13.7,116.4,7.3,434.8,1197.9,373.7,4303.4,932.5,140.1,77.6,8.7,0.1176,0.2178,0.0934,0.2638,0.042,0.0883,0.0594,0.0816,0.0758,0.0923,0.0978
1990,"Sweden",7.7,9.9,7.6,71.3,19,3.7,100,8.5,543.3,1675.7,517.2,5649.5,793.2,240.4,100,12,0.108,0.1388,0.1066,0.2665,0.0519,0.0142,0.0059,0.0147,0.0126,0.024,0.0154
1991,"Sweden",7.4,10.9,7.4,71.5,18.8,3.8,99.9,8.4,512.1,1641.5,482.5,5555,800.4,244,98.3,11.8,0.1035,0.1524,0.1035,0.2629,0.0531,0.0145,0.0066,0.0153,0.0129,0.0235,0.0156
1992,"Sweden",7.3,11.5,6.9,70.9,19.7,3.8,98.9,8.3,489.6,1582.7,464,5379.8,823.9,246.1,95.3,11.4,0.103,0.1622,0.0973,0.2779,0.0536,0.0149,0.0073,0.0149,0.0132,0.0239,0.0154
1993,"Sweden",7.7,11.7,7,71.2,18.8,3.7,99.8,8.3,477.2,1515.7,455.4,5281.5,828.3,247,93.6,11.1,0.1081,0.1643,0.0983,0.264,0.052,0.0161,0.0077,0.0154,0.0135,0.0227,0.015
1994,"Sweden",7.7,12.2,7.5,73.6,19.4,3.6,103.2,8.6,471.2,1522.5,483.3,5255.3,834.9,246.6,93.2,11.1,0.1046,0.1658,0.1019,0.2636,0.0489,0.0163,0.008,0.0155,0.014,0.0232,0.0146
1995,"Sweden",7.9,11.3,7.9,73.3,19.5,3.6,102.9,8.5,472.6,1524.1,498.4,5308.5,847.3,247.4,94.2,11.2,0.1078,0.1542,0.1078,0.266,0.0491,0.0167,0.0074,0.0159,0.0138,0.023,0.0146
1996,"Sweden",7.6,15.8,7.7,76.9,19.2,3.5,107.9,8.9,474.1,1553.4,499.6,5418.7,873.6,246.6,96.2,11.4,0.0988,0.2055,0.1001,0.2497,0.0455,0.016,0.0102,0.0154,0.0142,0.022,0.0142
1997,"Sweden",7.9,11.1,7.7,72.1,19.4,3.5,101.5,8.4,471.1,1508.7,505.1,5326.3,884.9,243.6,94.5,11.2,0.1096,0.154,0.1068,0.2691,0.0485,0.0168,0.0074,0.0152,0.0135,0.0219,0.0144
1998,"Sweden",7.6,12.2,7.9,72.5,19.5,3.4,102.1,8.4,468.2,1525.5,482.4,5281.5,914.1,240.2,93.8,11,0.1048,0.1683,0.109,0.269,0.0469,0.0162,0.008,0.0164,0.0137,0.0213,0.0142
1999,"Sweden",7.6,10.4,7.9,69.6,19.9,3.3,98.4,8.1,466.6,1480.3,442.9,5172.6,932.1,234.7,92,10.8,0.1092,0.1494,0.1135,0.2859,0.0474,0.0163,0.007,0.0178,0.0135,0.0213,0.0141
2000,"Sweden",7.8,8.9,8.4,68.5,19.7,3.2,96.9,8,461.3,1511.2,455.6,5168.9,926.9,231.5,92.3,10.8,0.1139,0.1299,0.1226,0.2876,0.0467,0.0169,0.0059,0.0184,0.0133,0.0213,0.0138
2001,"Sweden",7.3,10.5,8.5,68.9,19.9,3.2,97.3,8,455,1553.5,440.4,5223.1,940,227.4,93.3,10.9,0.106,0.1524,0.1234,0.2888,0.0464,0.016,0.0068,0.0193,0.0132,0.0212,0.0141
2002,"Sweden",7.4,11.4,8.7,69.8,20.3,3,98.2,8,448,1570.5,436.6,5182.9,951.3,223.5,92.4,10.8,0.106,0.1633,0.1246,0.2908,0.043,0.0165,0.0073,0.0199,0.0135,0.0213,0.0134
2003,"Sweden",7.3,12.6,8.3,70.2,20.6,2.8,98.7,8,444,1620.7,450.4,5265.6,960.3,217.4,94,10.9,0.104,0.1795,0.1182,0.2934,0.0399,0.0164,0.0078,0.0184,0.0133,0.0215,0.0129
2004,"Sweden",7.1,11.7,8.9,69.3,20.9,2.8,97.7,7.9,444.7,1609.2,466.9,5265.4,979.6,208.9,94.1,10.9,0.1025,0.1688,0.1284,0.3016,0.0404,0.016,0.0073,0.0191,0.0132,0.0213,0.0134
2005,"Sweden",7.1,10.8,8.8,66.6,21.1,2.7,94.3,7.6,438,1599.2,465.8,5228.4,978.8,202,93.6,10.8,0.1066,0.1622,0.1321,0.3168,0.0405,0.0162,0.0068,0.0189,0.0127,0.0216,0.0134
2006,"Sweden",7.2,10.8,8.8,66.5,20.9,2.6,94.2,7.6,434.3,1610.2,464.7,5214.5,986,195.8,93.4,10.7,0.1083,0.1624,0.1323,0.3143,0.0391,0.0166,0.0067,0.0189,0.0128,0.0212,0.0133
2007,"Sweden",6.9,10.3,8.7,64.9,21.2,2.4,92.3,7.4,436.7,1619.7,476,5162.4,995.4,189.1,92.7,10.6,0.1063,0.1587,0.1341,0.3267,0.037,0.0158,0.0064,0.0183,0.0126,0.0213,0.0127
2008,"Sweden",7,10.2,8.4,62.6,20.6,2.1,89.5,7.1,433.9,1548.1,450.8,5047,970.7,181.1,90.6,10.3,0.1118,0.1629,0.1342,0.3291,0.0335,0.0161,0.0066,0.0186,0.0124,0.0212,0.0116
2009,"Sweden",6.7,10.6,6.4,58.3,20.2,2.1,83.2,6.5,427.8,1424.2,376.8,4681.9,943.2,175.1,84,9.6,0.1149,0.1818,0.1098,0.3465,0.036,0.0157,0.0074,0.017,0.0125,0.0214,0.012
2010,"Sweden",6.8,13.1,8.4,64.3,20.3,1.9,91.3,7.1,423.4,1450.9,394.3,4783.6,937.6,167.8,85.8,9.7,0.1058,0.2037,0.1306,0.3157,0.0295,0.0161,0.009,0.0213,0.0134,0.0217,0.0113
2011,"Sweden",7.1,10.7,7.9,60.2,19.9,1.8,85.9,6.6,423.9,1425.2,389.8,4626.4,925.5,162.1,83.1,9.4,0.1179,0.1777,0.1312,0.3306,0.0299,0.0167,0.0075,0.0203,0.013,0.0215,0.0111
2012,"Sweden",6.7,10.4,7.5,56.9,18.7,1.7,81.2,6.2,421.7,1417.9,377.3,4563.1,896,157.9,82,9.3,0.1178,0.1828,0.1318,0.3286,0.0299,0.0159,0.0073,0.0199,0.0125,0.0209,0.0108
2013,"Sweden",6.9,9.9,7.5,55.4,18.2,1.6,79.2,6,425.2,1342.3,375.3,4468.9,888.7,151.2,80.4,9.1,0.1245,0.1787,0.1354,0.3285,0.0289,0.0162,0.0074,0.02,0.0124,0.0205,0.0106
2014,"Sweden",7,9.1,7.4,53.8,17.8,1.5,77.1,5.8,432.9,1258.2,381.3,4297.6,896.1,145.5,77.4,8.7,0.1301,0.1691,0.1375,0.3309,0.0279,0.0162,0.0072,0.0194,0.0125,0.0199,0.0103
2015,"Sweden",6.9,8.8,7.3,53.5,17.8,1.4,76.8,5.7,433.8,1245.2,376.7,4327.3,913.3,143.2,78,8.8,0.129,0.1645,0.1364,0.3327,0.0262,0.0159,0.0071,0.0194,0.0124,0.0195,0.0098
2016,"Sweden",6.9,9.2,7.9,52.9,17,1.3,76.1,5.6,434.8,1197.9,373.7,4303.4,932.5,140.1,77.6,8.7,0.1304,0.1739,0.1493,0.3214,0.0246,0.0159,0.0077,0.0211,0.0123,0.0182,0.0093
1990,"Switzerland",6.8,2.5,3.6,53.3,14.6,1.1,100,8.4,543.3,1675.7,517.2,5649.5,793.2,240.4,100,12,0.1276,0.0469,0.0675,0.2739,0.0206,0.0125,0.0015,0.007,0.0094,0.0184,0.0046
1991,"Switzerland",6.7,2.8,3.2,55.1,15.1,1,103.2,8.6,512.1,1641.5,482.5,5555,800.4,244,98.3,11.8,0.1216,0.0508,0.0581,0.274,0.0181,0.0131,0.0017,0.0066,0.0099,0.0189,0.0041
1992,"Switzerland",6.6,2.9,3,54.9,15.5,1,103,8.5,489.6,1582.7,464,5379.8,823.9,246.1,95.3,11.4,0.1202,0.0528,0.0546,0.2823,0.0182,0.0135,0.0018,0.0065,0.0102,0.0188,0.0041
1993,"Switzerland",6.6,2.6,2.7,52.3,14.4,0.9,98.6,8.1,477.2,1515.7,455.4,5281.5,828.3,247,93.6,11.1,0.1262,0.0497,0.0516,0.2753,0.0172,0.0138,0.0017,0.0059,0.0099,0.0174,0.0036
1994,"Switzerland",6.5,2.6,2.9,51.3,14.6,0.9,97,7.9,471.2,1522.5,483.3,5255.3,834.9,246.6,93.2,11.1,0.1267,0.0507,0.0565,0.2846,0.0175,0.0138,0.0017,0.006,0.0098,0.0175,0.0036
1995,"Switzerland",6.5,2.6,2.9,52.2,14.3,0.9,98.8,8,472.6,1524.1,498.4,5308.5,847.3,247.4,94.2,11.2,0.1245,0.0498,0.0556,0.2739,0.0172,0.0138,0.0017,0.0058,0.0098,0.0169,0.0036
1996,"Switzerland",6.4,2.9,2.8,52.8,14.3,0.9,100.3,8,474.1,1553.4,499.6,5418.7,873.6,246.6,96.2,11.4,0.1212,0.0549,0.053,0.2708,0.017,0.0135,0.0019,0.0056,0.0097,0.0164,0.0036
1997,"Switzerland",6.2,2.9,2.7,51.6,14.9,0.9,98.4,7.9,471.1,1508.7,505.1,5326.3,884.9,243.6,94.5,11.2,0.1202,0.0562,0.0523,0.2888,0.0174,0.0132,0.0019,0.0053,0.0097,0.0168,0.0037
1998,"Switzerland",6.2,3.2,2.8,53.3,15.1,0.8,101.6,8.1,468.2,1525.5,482.4,5281.5,914.1,240.2,93.8,11,0.1163,0.06,0.0525,0.2833,0.015,0.0132,0.0021,0.0058,0.0101,0.0165,0.0033
1999,"Switzerland",6.1,3.2,2.9,53,15.7,0.8,101.7,8.1,466.6,1480.3,442.9,5172.6,932.1,234.7,92,10.8,0.1151,0.0604,0.0547,0.2962,0.0151,0.0131,0.0022,0.0065,0.0102,0.0168,0.0034
2000,"Switzerland",6.2,3.2,3.1,52.4,15.9,0.8,100.7,7.9,461.3,1511.2,455.6,5168.9,926.9,231.5,92.3,10.8,0.1183,0.0611,0.0592,0.3034,0.0153,0.0134,0.0021,0.0068,0.0101,0.0172,0.0035
2001,"Switzerland",6.2,3.3,3.2,53.9,15.6,0.8,103,8.1,455,1553.5,440.4,5223.1,940,227.4,93.3,10.9,0.115,0.0612,0.0594,0.2894,0.0148,0.0136,0.0021,0.0073,0.0103,0.0166,0.0035
2002,"Switzerland",6.1,3.4,3.3,52.3,15.6,0.9,99.6,7.7,448,1570.5,436.6,5182.9,951.3,223.5,92.4,10.8,0.1166,0.065,0.0631,0.2983,0.0172,0.0136,0.0022,0.0076,0.0101,0.0164,0.004
2003,"Switzerland",6,3.4,3.4,53.4,15.7,0.8,100.9,7.8,444,1620.7,450.4,5265.6,960.3,217.4,94,10.9,0.1124,0.0637,0.0637,0.294,0.015,0.0135,0.0021,0.0075,0.0101,0.0163,0.0037
2004,"Switzerland",6,3.7,3.6,54,15.8,0.9,101.6,7.8,444.7,1609.2,466.9,5265.4,979.6,208.9,94.1,10.9,0.1111,0.0685,0.0667,0.2926,0.0167,0.0135,0.0023,0.0077,0.0103,0.0161,0.0043
2005,"Switzerland",6.1,3.8,3.8,54.7,15.9,0.8,102.8,7.8,438,1599.2,465.8,5228.4,978.8,202,93.6,10.8,0.1115,0.0695,0.0695,0.2907,0.0146,0.0139,0.0024,0.0082,0.0105,0.0162,0.004
2006,"Switzerland",6,4,3.8,54.3,16,0.8,102.5,7.8,434.3,1610.2,464.7,5214.5,986,195.8,93.4,10.7,0.1105,0.0737,0.07,0.2947,0.0147,0.0138,0.0025,0.0082,0.0104,0.0162,0.0041
2007,"Switzerland",6.1,3.7,3.9,52.4,16.3,0.8,99.6,7.5,436.7,1619.7,476,5162.4,995.4,189.1,92.7,10.6,0.1164,0.0706,0.0744,0.3111,0.0153,0.014,0.0023,0.0082,0.0102,0.0164,0.0042
2008,"Switzerland",6.2,3.8,3.9,53.9,16.6,0.8,102.8,7.6,433.9,1548.1,450.8,5047,970.7,181.1,90.6,10.3,0.115,0.0705,0.0724,0.308,0.0148,0.0143,0.0025,0.0087,0.0107,0.0171,0.0044
2009,"Switzerland",6.1,3.7,3.8,52.6,16.4,0.8,100.1,7.3,427.8,1424.2,376.8,4681.9,943.2,175.1,84,9.6,0.116,0.0703,0.0722,0.3118,0.0152,0.0143,0.0026,0.0101,0.0112,0.0174,0.0046
2010,"Switzerland",6.2,3.8,4,54.1,16.3,0.8,103.3,7.5,423.4,1450.9,394.3,4783.6,937.6,167.8,85.8,9.7,0.1146,0.0702,0.0739,0.3013,0.0148,0.0146,0.0026,0.0101,0.0113,0.0174,0.0048
2011,"Switzerland",6.1,3.6,4,50,16.1,0.8,96.7,6.9,423.9,1425.2,389.8,4626.4,925.5,162.1,83.1,9.4,0.122,0.072,0.08,0.322,0.016,0.0144,0.0025,0.0103,0.0108,0.0174,0.0049
2012,"Switzerland",6.2,3.6,4,51.5,16.3,0.7,99.2,7,421.7,1417.9,377.3,4563.1,896,157.9,82,9.3,0.1204,0.0699,0.0777,0.3165,0.0136,0.0147,0.0025,0.0106,0.0113,0.0182,0.0044
2013,"Switzerland",6.1,3.7,4,52.2,16.2,0.7,100.8,7.1,425.2,1342.3,375.3,4468.9,888.7,151.2,80.4,9.1,0.1169,0.0709,0.0766,0.3103,0.0134,0.0143,0.0028,0.0107,0.0117,0.0182,0.0046
2014,"Switzerland",6.2,3.6,4,48.4,16.1,0.7,93.9,6.5,432.9,1258.2,381.3,4297.6,896.1,145.5,77.4,8.7,0.1281,0.0744,0.0826,0.3326,0.0145,0.0143,0.0029,0.0105,0.0113,0.018,0.0048
2015,"Switzerland",6.1,3.3,3.9,47.8,15.3,0.7,93.3,6.4,433.8,1245.2,376.7,4327.3,913.3,143.2,78,8.8,0.1276,0.069,0.0816,0.3201,0.0146,0.0141,0.0027,0.0104,0.011,0.0168,0.0049
2016,"Switzerland",6.1,3.4,3.9,48.2,15.2,0.7,94.4,6.4,434.8,1197.9,373.7,4303.4,932.5,140.1,77.6,8.7,0.1266,0.0705,0.0809,0.3154,0.0145,0.014,0.0028,0.0104,0.0112,0.0163,0.005
1990,"Turkey",45.7,37.3,22.8,219.2,27,11.1,100,3.8,543.3,1675.7,517.2,5649.5,793.2,240.4,100,12,0.2085,0.1702,0.104,0.1232,0.0506,0.0841,0.0223,0.0441,0.0388,0.034,0.0462
1991,"Turkey",46.5,38.8,24.7,226.6,25.7,11.3,103.9,3.8,512.1,1641.5,482.5,5555,800.4,244,98.3,11.8,0.2052,0.1712,0.109,0.1134,0.0499,0.0908,0.0236,0.0512,0.0408,0.0321,0.0463
1992,"Turkey",46.6,43.3,24.3,232.8,26.4,11.5,106.7,3.9,489.6,1582.7,464,5379.8,823.9,246.1,95.3,11.4,0.2002,0.186,0.1044,0.1134,0.0494,0.0952,0.0274,0.0524,0.0433,0.032,0.0467
1993,"Turkey",47,42.8,24.5,240.1,32.1,11.8,110.9,3.9,477.2,1515.7,455.4,5281.5,828.3,247,93.6,11.1,0.1958,0.1783,0.102,0.1337,0.0491,0.0985,0.0282,0.0538,0.0455,0.0388,0.0478
1994,"Turkey",44.6,49.1,24.2,234.1,30.6,12,108.1,3.8,471.2,1522.5,483.3,5255.3,834.9,246.6,93.2,11.1,0.1905,0.2097,0.1034,0.1307,0.0513,0.0947,0.0322,0.0501,0.0445,0.0367,0.0487
1995,"Turkey",43.7,50.5,25.2,247.6,34.1,12.4,115,3.9,472.6,1524.1,498.4,5308.5,847.3,247.4,94.2,11.2,0.1765,0.204,0.1018,0.1377,0.0501,0.0925,0.0331,0.0506,0.0466,0.0402,0.0501
1996,"Turkey",44.4,54.4,26.2,267.2,36.3,12.7,124.1,4.2,474.1,1553.4,499.6,5418.7,873.6,246.6,96.2,11.4,0.1662,0.2036,0.0981,0.1359,0.0475,0.0937,0.035,0.0524,0.0493,0.0416,0.0515
1997,"Turkey",42.2,59.6,27,278.6,34.7,13.2,129.7,4.3,471.1,1508.7,505.1,5326.3,884.9,243.6,94.5,11.2,0.1515,0.2139,0.0969,0.1246,0.0474,0.0896,0.0395,0.0535,0.0523,0.0392,0.0542
1998,"Turkey",43.6,65.2,27.4,280.3,32.8,13.5,130.7,4.2,468.2,1525.5,482.4,5281.5,914.1,240.2,93.8,11,0.1555,0.2326,0.0978,0.117,0.0482,0.0931,0.0427,0.0568,0.0531,0.0359,0.0562
1999,"Turkey",44.2,70.4,25.8,277.8,34.6,13.9,129.5,4.1,466.6,1480.3,442.9,5172.6,932.1,234.7,92,10.8,0.1591,0.2534,0.0929,0.1246,0.05,0.0947,0.0476,0.0583,0.0537,0.0371,0.0592
2000,"Turkey",42.3,77.7,26.2,298.9,36.5,14.3,139.7,4.5,461.3,1511.2,455.6,5168.9,926.9,231.5,92.3,10.8,0.1415,0.26,0.0877,0.1221,0.0478,0.0917,0.0514,0.0575,0.0578,0.0394,0.0618
2001,"Turkey",39.8,80,25.9,280.4,36.5,15.5,130.6,4.2,455,1553.5,440.4,5223.1,940,227.4,93.3,10.9,0.1419,0.2853,0.0924,0.1302,0.0553,0.0875,0.0515,0.0588,0.0537,0.0388,0.0682
2002,"Turkey",37.4,74.1,26.9,286.1,36.2,15.9,134.2,4.3,448,1570.5,436.6,5182.9,951.3,223.5,92.4,10.8,0.1307,0.259,0.094,0.1265,0.0556,0.0835,0.0472,0.0616,0.0552,0.0381,0.0711
2003,"Turkey",40.9,74.4,28.2,305.6,37.8,16.2,143.5,4.5,444,1620.7,450.4,5265.6,960.3,217.4,94,10.9,0.1338,0.2435,0.0923,0.1237,0.053,0.0921,0.0459,0.0626,0.058,0.0394,0.0745
2004,"Turkey",41.4,75.5,30.8,315,42,16.6,148.7,4.6,444.7,1609.2,466.9,5265.4,979.6,208.9,94.1,10.9,0.1314,0.2397,0.0978,0.1333,0.0527,0.0931,0.0469,0.066,0.0598,0.0429,0.0795
2005,"Turkey",42.3,90.5,33.6,337.2,42,17.3,159,4.9,438,1599.2,465.8,5228.4,978.8,202,93.6,10.8,0.1254,0.2684,0.0996,0.1246,0.0513,0.0966,0.0566,0.0721,0.0645,0.0429,0.0856
2006,"Turkey",43.5,96.1,36.7,358.2,45.4,18,170.3,5.2,434.3,1610.2,464.7,5214.5,986,195.8,93.4,10.7,0.1214,0.2683,0.1025,0.1267,0.0503,0.1002,0.0597,0.079,0.0687,0.046,0.0919
2007,"Turkey",43.2,113.6,39.2,391.4,52.1,18.3,186.6,5.6,436.7,1619.7,476,5162.4,995.4,189.1,92.7,10.6,0.1104,0.2902,0.1002,0.1331,0.0468,0.0989,0.0701,0.0824,0.0758,0.0523,0.0968
2008,"Turkey",41,118.9,40.9,387.6,48.2,18.3,186,5.5,433.9,1548.1,450.8,5047,970.7,181.1,90.6,10.3,0.1058,0.3068,0.1055,0.1244,0.0472,0.0945,0.0768,0.0907,0.0768,0.0497,0.101
